word,pos,neg
misappropriate,0,1
misappropriated,0,1
misappropriates,0,1
misappropriating,0,1
misappropriation,0,1
misappropriations,0,1
misbranded,0,1
miscalculate,0,1
miscalculated,0,1
miscalculates,0,1
miscalculating,0,1
miscalculation,0,1
miscalculations,0,1
mischaracterization,0,1
mischief,0,1
misclassification,0,1
misclassifications,0,1
misclassified,0,1
misclassify,0,1
miscommunication,0,1
misconduct,0,1
misdated,0,1
misdemeanor,0,1
misdemeanors,0,1
misdirected,0,1
mishandle,0,1
mishandled,0,1
mishandles,0,1
mishandling,0,1
misinform,0,1
misinformation,0,1
misinformed,0,1
misinforming,0,1
misinforms,0,1
misinterpret,0,1
misinterpretation,0,1
misinterpretations,0,1
misinterpreted,0,1
misinterpreting,0,1
misinterprets,0,1
misjudge,0,1
misjudged,0,1
misjudges,0,1
misjudging,0,1
misjudgment,0,1
misjudgments,0,1
mislabel,0,1
mislabeled,0,1
mislabeling,0,1
mislabelled,0,1
mislabels,0,1
mislead,0,1
misleading,0,1
misleadingly,0,1
misleads,0,1
misled,0,1
mismanage,0,1
mismanaged,0,1
mismanagement,0,1
mismanages,0,1
mismanaging,0,1
mismatch,0,1
mismatched,0,1
mismatches,0,1
mismatching,0,1
misplaced,0,1
misprice,0,1
mispricing,0,1
mispricings,0,1
misrepresent,0,1
misrepresentation,0,1
misrepresentations,0,1
misrepresented,0,1
misrepresenting,0,1
misrepresents,0,1
miss,0,1
missed,0,1
misses,0,1
misstate,0,1
misstated,0,1
misstatement,0,1
misstatements,0,1
misstates,0,1
misstating,0,1
misstep,0,1
missteps,0,1
mistake,0,1
mistaken,0,1
mistakenly,0,1
mistakes,0,1
mistaking,0,1
mistrial,0,1
mistrials,0,1
misunderstand,0,1
misunderstanding,0,1
misunderstandings,0,1
misunderstood,0,1
misuse,0,1
misused,0,1
misuses,0,1
misusing,0,1
monopolistic,0,1
monopolists,0,1
monopolization,0,1
monopolize,0,1
monopolized,0,1
monopolizes,0,1
monopolizing,0,1
monopoly,0,1
moratoria,0,1
moratorium,0,1
moratoriums,0,1
mothballed,0,1
mothballing,0,1
negative,0,1
negatively,0,1
negatives,0,1
neglect,0,1
neglected,0,1
neglectful,0,1
neglecting,0,1
neglects,0,1
negligence,0,1
negligences,0,1
negligent,0,1
negligently,0,1
nonattainment,0,1
noncompetitive,0,1
noncompliance,0,1
noncompliances,0,1
noncompliant,0,1
noncomplying,0,1
nonconforming,0,1
nonconformities,0,1
nonconformity,0,1
nondisclosure,0,1
nonfunctional,0,1
nonpayment,0,1
nonpayments,0,1
nonperformance,0,1
nonperformances,0,1
nonperforming,0,1
nonproducing,0,1
nonproductive,0,1
nonrecoverable,0,1
nonrenewal,0,1
nuisance,0,1
nuisances,0,1
nullification,0,1
nullifications,0,1
nullified,0,1
nullifies,0,1
nullify,0,1
nullifying,0,1
objected,0,1
objecting,0,1
objection,0,1
objectionable,0,1
objectionably,0,1
objections,0,1
obscene,0,1
obscenity,0,1
obsolescence,0,1
obsolete,0,1
obstacle,0,1
obstacles,0,1
obstruct,0,1
obstructed,0,1
obstructing,0,1
obstruction,0,1
obstructions,0,1
offence,0,1
offences,0,1
offend,0,1
offended,0,1
offender,0,1
offenders,0,1
offending,0,1
offends,0,1
omission,0,1
omissions,0,1
omit,0,1
omits,0,1
omitted,0,1
omitting,0,1
onerous,0,1
opportunistic,0,1
opportunistically,1,0
opportunities,1,0
opportunity,1,0
oppose,0,1
opposed,0,1
opposes,0,1
opposing,0,1
opposition,0,1
oppositions,0,1
optimistic,1,0
outage,0,1
outages,0,1
outdated,0,1
outmoded,0,1
outperform,1,0
outperformed,1,0
outperforming,1,0
outperforms,1,0
overage,0,1
overages,0,1
overbuild,0,1
overbuilding,0,1
overbuilds,0,1
overbuilt,0,1
overburden,0,1
overburdened,0,1
overburdening,0,1
overcapacities,0,1
overcapacity,0,1
overcharge,0,1
overcharged,0,1
overcharges,0,1
overcharging,0,1
overcome,0,1
overcomes,0,1
overcoming,0,1
overdue,0,1
overestimate,0,1
overestimated,0,1
overestimates,0,1
overestimating,0,1
overestimation,0,1
overestimations,0,1
overload,0,1
overloaded,0,1
overloading,0,1
overloads,0,1
overlook,0,1
overlooked,0,1
overlooking,0,1
overlooks,0,1
overpaid,0,1
overpayment,0,1
overpayments,0,1
overproduced,0,1
overproduces,0,1
overproducing,0,1
overproduction,0,1
overrun,0,1
overrunning,0,1
overruns,0,1
overshadow,0,1
overshadowed,0,1
overshadowing,0,1
overshadows,0,1
overstate,0,1
overstated,0,1
overstatement,0,1
overstatements,0,1
overstates,0,1
overstating,0,1
oversupplied,0,1
oversupplies,0,1
oversupply,0,1
oversupplying,0,1
overtly,0,1
overturn,0,1
overturned,0,1
overturning,0,1
overturns,0,1
overvalue,0,1
overvalued,0,1
overvaluing,0,1
panic,0,1
panics,0,1
penalize,0,1
penalized,0,1
penalizes,0,1
penalizing,0,1
penalties,0,1
penalty,0,1
perfect,1,0
perfected,1,0
perfectly,1,0
perfects,1,0
peril,0,1
perils,0,1
perjury,0,1
perpetrate,0,1
perpetrated,0,1
perpetrates,0,1
perpetrating,0,1
perpetration,0,1
persist,0,1
persisted,0,1
persistence,0,1
persistent,0,1
persistently,0,1
persisting,0,1
persists,0,1
pervasive,0,1
pervasively,0,1
pervasiveness,0,1
petty,0,1
picket,0,1
picketed,0,1
picketing,0,1
plaintiff,0,1
plaintiffs,0,1
plea,0,1
plead,0,1
pleaded,0,1
pleading,0,1
pleadings,0,1
pleads,0,1
pleas,0,1
pleasant,1,0
pleasantly,1,0
pleased,1,0
pleasure,1,0
pled,0,1
plentiful,1,0
poor,0,1
poorly,0,1
popular,1,0
popularity,1,0
poses,0,1
posing,0,1
positive,1,0
positively,1,0
postpone,0,1
postponed,0,1
postponement,0,1
postponements,0,1
postpones,0,1
postponing,0,1
precipitated,0,1
precipitous,0,1
precipitously,0,1
preclude,0,1
precluded,0,1
precludes,0,1
precluding,0,1
predatory,0,1
preeminence,1,0
preeminent,1,0
prejudice,0,1
prejudiced,0,1
prejudices,0,1
prejudicial,0,1
prejudicing,0,1
premature,0,1
prematurely,0,1
premier,1,0
premiere,1,0
pressing,0,1
prestige,1,0
prestigious,1,0
pretrial,0,1
preventing,0,1
prevention,0,1
prevents,1,0
proactive,1,0
proactively,1,0
problem,0,1
problematic,0,1
problematical,0,1
problems,0,1
proficiency,1,0
proficient,1,0
proficiently,1,0
profitability,1,0
profitable,1,0
profitably,1,0
progress,1,0
progressed,1,0
progresses,1,0
progressing,1,0
prolong,0,1
prolongation,0,1
prolongations,0,1
prolonged,0,1
prolonging,0,1
prolongs,0,1
prone,0,1
prosecute,0,1
prosecuted,0,1
prosecutes,0,1
prosecuting,0,1
prosecution,0,1
prosecutions,0,1
prospered,1,0
prospering,1,0
prosperity,1,0
prosperous,1,0
prospers,1,0
protest,0,1
protested,0,1
protester,0,1
protesters,0,1
protesting,0,1
protestor,0,1
protestors,0,1
protests,0,1
protracted,0,1
protraction,0,1
provoke,0,1
provoked,0,1
provokes,0,1
provoking,0,1
punished,0,1
punishes,0,1
punishing,0,1
punishment,0,1
punishments,0,1
punitive,0,1
purport,0,1
purported,0,1
purportedly,0,1
purporting,0,1
purports,0,1
question,0,1
questionable,0,1
questionably,0,1
questioned,0,1
questioning,0,1
questions,0,1
quit,0,1
quitting,0,1
racketeer,0,1
racketeering,0,1
rationalization,0,1
rationalizations,0,1
rationalize,0,1
rationalized,0,1
rationalizes,0,1
rationalizing,0,1
reassessment,0,1
reassessments,0,1
reassign,0,1
reassigned,0,1
reassigning,0,1
reassignment,0,1
reassignments,0,1
reassigns,0,1
rebound,1,0
rebounded,1,0
rebounding,1,0
recall,0,1
recalled,0,1
recalling,0,1
recalls,0,1
receptive,1,0
recession,0,1
recessionary,0,1
recessions,0,1
reckless,0,1
recklessly,0,1
recklessness,0,1
redact,0,1
redacted,0,1
redacting,0,1
redaction,0,1
redactions,0,1
redefault,0,1
redefaulted,0,1
redefaults,0,1
redress,0,1
redressed,0,1
redresses,0,1
redressing,0,1
refusal,0,1
refusals,0,1
refuse,0,1
refused,0,1
refuses,0,1
refusing,0,1
regain,1,0
regained,1,0
regaining,1,0
reject,0,1
rejected,0,1
rejecting,0,1
rejection,0,1
rejections,0,1
rejects,0,1
relinquish,0,1
relinquished,0,1
relinquishes,0,1
relinquishing,0,1
relinquishment,0,1
relinquishments,0,1
reluctance,0,1
reluctant,0,1
renegotiate,0,1
renegotiated,0,1
renegotiates,0,1
renegotiating,0,1
renegotiation,0,1
renegotiations,0,1
renounce,0,1
renounced,0,1
renouncement,0,1
renouncements,0,1
renounces,0,1
renouncing,0,1
reparation,0,1
reparations,0,1
repossessed,0,1
repossesses,0,1
repossessing,0,1
repossession,0,1
repossessions,0,1
repudiate,0,1
repudiated,0,1
repudiates,0,1
repudiating,0,1
repudiation,0,1
repudiations,0,1
resign,0,1
resignation,0,1
resignations,0,1
resigned,0,1
resigning,0,1
resigns,0,1
resolve,1,0
restate,0,1
restated,0,1
restatement,0,1
restatements,0,1
restates,0,1
restating,0,1
restructure,0,1
restructured,0,1
restructures,0,1
restructuring,0,1
restructurings,0,1
retaliate,0,1
retaliated,0,1
retaliates,0,1
retaliating,0,1
retaliation,0,1
retaliations,0,1
retaliatory,0,1
retribution,0,1
retributions,0,1
revocation,0,1
revocations,0,1
revoke,0,1
revoked,0,1
revokes,0,1
revoking,0,1
revolutionize,1,0
revolutionized,1,0
revolutionizes,1,0
revolutionizing,1,0
reward,1,0
rewarded,1,0
rewarding,1,0
rewards,1,0
ridicule,0,1
ridiculed,0,1
ridicules,0,1
ridiculing,0,1
riskier,0,1
riskiest,0,1
risky,0,1
sabotage,0,1
sacrifice,0,1
sacrificed,0,1
sacrifices,0,1
sacrificial,0,1
sacrificing,0,1
satisfaction,1,0
satisfactorily,1,0
satisfactory,1,0
satisfied,1,0
satisfies,1,0
satisfy,1,0
satisfying,1,0
scandalous,0,1
scandals,0,1
scrutinize,0,1
scrutinized,0,1
scrutinizes,0,1
scrutinizing,0,1
scrutiny,0,1
secrecy,0,1
seize,0,1
seized,0,1
seizes,0,1
seizing,0,1
sentenced,0,1
sentencing,0,1
serious,0,1
seriously,0,1
seriousness,0,1
setback,0,1
setbacks,0,1
sever,0,1
severe,0,1
severed,0,1
severely,0,1
severities,0,1
severity,0,1
sharply,0,1
shocked,0,1
shortage,0,1
shortages,0,1
shortfall,0,1
shortfalls,0,1
shrinkage,0,1
shrinkages,0,1
shut,0,1
shutdown,0,1
shutdowns,0,1
shuts,0,1
shutting,0,1
slander,0,1
slandered,0,1
slanderous,0,1
slanders,0,1
slippage,0,1
slippages,0,1
slow,0,1
slowdown,0,1
slowdowns,0,1
slowed,0,1
slower,0,1
slowest,0,1
slowing,0,1
slowly,0,1
slowness,0,1
sluggish,0,1
sluggishly,0,1
sluggishness,0,1
smooth,1,0
smoothing,1,0
smoothly,1,0
smooths,1,0
solvencies,0,1
solvency,0,1
solves,1,0
solving,1,0
spam,0,1
spammers,0,1
spamming,0,1
spectacular,1,0
spectacularly,1,0
stability,1,0
stabilization,1,0
stabilizations,1,0
stabilize,1,0
stabilized,1,0
stabilizes,1,0
stabilizing,1,0
stable,1,0
staggering,0,1
stagnant,0,1
stagnate,0,1
stagnated,0,1
stagnates,0,1
stagnating,0,1
stagnation,0,1
standstill,0,1
standstills,0,1
stolen,0,1
stoppage,0,1
stoppages,0,1
stopped,0,1
stopping,0,1
stops,0,1
strain,0,1
strained,0,1
straining,0,1
strains,0,1
strength,1,0
strengthen,1,0
strengthened,1,0
strengthening,1,0
strengthens,1,0
strengths,1,0
stress,0,1
stressed,0,1
stresses,0,1
stressful,0,1
stressing,0,1
stringent,0,1
strong,1,0
stronger,1,0
strongest,1,0
subjected,0,1
subjecting,0,1
subjection,0,1
subpoena,0,1
subpoenaed,0,1
subpoenas,0,1
substandard,0,1
succeed,1,0
succeeded,1,0
succeeding,1,0
succeeds,1,0
success,1,0
successes,1,0
successful,1,0
successfully,1,0
sue,0,1
sued,0,1
sues,0,1
suffer,0,1
suffered,0,1
suffering,0,1
suffers,0,1
suing,0,1
summoned,0,1
summoning,0,1
summons,0,1
summonses,0,1
superior,1,0
surpass,1,0
surpassed,1,0
surpasses,1,0
surpassing,1,0
susceptibility,0,1
susceptible,0,1
suspect,0,1
suspected,0,1
suspects,0,1
suspend,0,1
suspended,0,1
suspending,0,1
suspends,0,1
suspension,0,1
suspensions,0,1
suspicion,0,1
suspicions,0,1
suspicious,0,1
suspiciously,0,1
taint,0,1
tainted,0,1
tainting,0,1
taints,0,1
tampered,0,1
tense,0,1
terminate,0,1
terminated,0,1
terminates,0,1
terminating,0,1
termination,0,1
terminations,0,1
testify,0,1
testifying,0,1
threat,0,1
threaten,0,1
threatened,0,1
threatening,0,1
threatens,0,1
threats,0,1
tightening,0,1
tolerate,0,1
tolerated,0,1
tolerates,0,1
tolerating,0,1
toleration,0,1
tortuous,0,1
tortuously,0,1
tragedies,0,1
tragedy,0,1
tragic,0,1
tragically,0,1
transparency,1,0
traumatic,0,1
tremendous,1,0
tremendously,1,0
trouble,0,1
troubled,0,1
troubles,0,1
turbulence,0,1
turmoil,0,1
unable,0,1
unacceptable,0,1
unacceptably,0,1
unaccounted,0,1
unannounced,0,1
unanticipated,0,1
unapproved,0,1
unattractive,0,1
unauthorized,0,1
unavailability,0,1
unavailable,0,1
unavoidable,0,1
unavoidably,0,1
unaware,0,1
uncollectable,0,1
uncollected,0,1
uncollectibility,0,1
uncollectible,0,1
uncollectibles,0,1
uncompetitive,0,1
uncompleted,0,1
unconscionable,0,1
unconscionably,0,1
uncontrollable,0,1
uncontrollably,0,1
uncontrolled,0,1
uncorrected,0,1
uncover,0,1
uncovered,0,1
uncovering,0,1
uncovers,0,1
undeliverable,0,1
undelivered,0,1
undercapitalized,0,1
undercut,0,1
undercuts,0,1
undercutting,0,1
underestimate,0,1
underestimated,0,1
underestimates,0,1
underestimating,0,1
underestimation,0,1
underfunded,0,1
underinsured,0,1
undermine,0,1
undermined,0,1
undermines,0,1
undermining,0,1
underpaid,0,1
underpayment,0,1
underpayments,0,1
underpays,0,1
underperform,0,1
underperformance,0,1
underperformed,0,1
underperforming,0,1
underperforms,0,1
underproduced,0,1
underproduction,0,1
underreporting,0,1
understate,0,1
understated,0,1
understatement,0,1
understatements,0,1
understates,0,1
understating,0,1
underutilization,0,1
underutilized,0,1
undesirable,0,1
undesired,0,1
undetected,0,1
undetermined,0,1
undisclosed,0,1
undocumented,0,1
undue,0,1
unduly,0,1
uneconomic,0,1
uneconomical,0,1
uneconomically,0,1
unemployed,0,1
unemployment,0,1
unethical,0,1
unethically,0,1
unexcused,0,1
unexpected,0,1
unexpectedly,0,1
unfair,0,1
unfairly,0,1
unfavorability,0,1
unfavorable,0,1
unfavorably,0,1
unfavourable,0,1
unfeasible,0,1
unfit,0,1
unfitness,0,1
unforeseeable,0,1
unforeseen,0,1
unforseen,0,1
unfortunate,0,1
unfortunately,0,1
unfounded,0,1
unfriendly,0,1
unfulfilled,0,1
unfunded,0,1
uninsured,0,1
unintended,0,1
unintentional,0,1
unintentionally,0,1
unjust,0,1
unjustifiable,0,1
unjustifiably,0,1
unjustified,0,1
unjustly,0,1
unknowing,0,1
unknowingly,0,1
unlawful,0,1
unlawfully,0,1
unlicensed,0,1
unliquidated,0,1
unmarketable,0,1
unmatched,0,1
unmerchantable,0,1
unmeritorious,0,1
unnecessarily,0,1
unnecessary,0,1
unneeded,0,1
unobtainable,0,1
unoccupied,0,1
unpaid,0,1
unparalleled,1,0
unperformed,0,1
unplanned,0,1
unpopular,0,1
unpredictability,0,1
unpredictable,0,1
unpredictably,0,1
unpredicted,0,1
unproductive,0,1
unprofitability,0,1
unprofitable,0,1
unqualified,0,1
unrealistic,0,1
unreasonable,0,1
unreasonableness,0,1
unreasonably,0,1
unreceptive,0,1
unrecoverable,0,1
unrecovered,0,1
unreimbursed,0,1
unreliable,0,1
unremedied,0,1
unreported,0,1
unresolved,0,1
unrest,0,1
unsafe,0,1
unsalable,0,1
unsaleable,0,1
unsatisfactory,0,1
unsatisfied,0,1
unsavory,0,1
unscheduled,0,1
unsellable,0,1
unsold,0,1
unsound,0,1
unstabilized,0,1
unstable,0,1
unsubstantiated,0,1
unsuccessful,0,1
unsuccessfully,0,1
unsuitability,0,1
unsuitable,0,1
unsuitably,0,1
unsuited,0,1
unsure,0,1
unsurpassed,1,0
unsuspected,0,1
unsuspecting,0,1
unsustainable,0,1
untenable,0,1
untimely,0,1
untrusted,0,1
untruth,0,1
untruthful,0,1
untruthfully,0,1
untruthfulness,0,1
untruths,0,1
unusable,0,1
unwanted,0,1
unwarranted,0,1
unwelcome,0,1
unwilling,0,1
unwillingness,0,1
upset,0,1
upturn,1,0
upturns,1,0
urgency,0,1
urgent,1,0
usurious,0,1
usurp,0,1
usurped,0,1
usurping,0,1
usurps,0,1
usury,0,1
valuable,1,0
vandalism,0,1
verdict,1,0
verdicts,1,0
versatile,1,0
versatility,1,0
vetoed,0,1
vibrancy,1,0
vibrant,1,0
victims,0,1
violate,0,1
violated,0,1
violates,0,1
violating,0,1
violation,0,1
violations,0,1
violative,0,1
violator,0,1
violators,0,1
violence,0,1
violent,0,1
violently,0,1
vitiate,0,1
vitiated,0,1
vitiates,0,1
vitiating,0,1
vitiation,0,1
voided,0,1
voiding,0,1
volatile,0,1
volatility,0,1
vulnerabilities,0,1
vulnerability,0,1
vulnerable,0,1
vulnerably,0,1
warn,0,1
warned,0,1
warning,0,1
warnings,0,1
warns,0,1
wasted,0,1
wasteful,0,1
wasting,0,1
weak,0,1
weaken,0,1
weakened,0,1
weakening,0,1
weakens,0,1
weaker,0,1
weakest,0,1
weakly,0,1
weakness,0,1
weaknesses,0,1
willfully,0,1
win,1,0
winner,1,0
winners,1,0
winning,1,0
worries,0,1
worry,0,1
worrying,0,1
worse,0,1
worsen,0,1
worsened,0,1
worsening,0,1
worsens,0,1
worst,0,1
worthless,0,1
worthy,1,0
writedown,0,1
writedowns,0,1
writeoff,0,1
writeoffs,0,1
wrong,0,1
wrongdoing,0,1
wrongdoings,0,1
wrongful,0,1
wrongfully,0,1
wrongly,0,1
$:,0,1
%),0,1
%-),0,1
&-:,0,1
&:,0,1
( '}{' ),1,0
(%,0,1
('-:,1,0
(':,1,0
((-:,1,0
(*,1,0
(-%,0,1
(-*,1,0
(-:,1,0
(-:0,1,0
(-:<,0,1
(-:o,1,0
(-:O,1,0
(-:{,0,1
(-:|>*,1,0
(-;,1,0
(-;|,1,0
(8,1,0
(:,1,0
(:0,1,0
(:<,0,1
(:o,1,0
(:O,1,0
(;,1,0
(;<,1,0
(=,1,0
(?:,1,0
(^:,1,0
(^;,1,0
(^;0,1,0
(^;o,1,0
(o:,1,0
)':,0,1
)-':,0,1
)-:,0,1
)-:<,0,1
)-:{,0,1
):,0,1
):<,0,1
):{,0,1
);<,0,1
*),1,0
*-),1,0
*-:,1,0
*-;,1,0
*:,1,0
*<|:-),1,0
*\0/*,1,0
*^:,1,0
",-:",1,0
---'-;-{@,1,0
--<--<@,1,0
.-:,0,1
..###-:,0,1
..###:,0,1
/-:,0,1
/:,0,1
/:<,0,1
/=,0,1
/^:,0,1
/o:,0,1
0-8,1,0
0-|,0,1
0:),1,0
0:-),1,0
0:-3,1,0
0:03,1,0
0;^),1,0
0_o,0,1
10q,1,0
1337,1,0
143,1,0
1432,1,0
14aa41,1,0
182,0,1
187,0,1
2g2b4g,1,0
2g2bt,0,1
2qt,1,0
3:(,0,1
3:),1,0
3:-(,0,1
3:-),0,1
4col,0,1
4q,0,1
5fs,1,0
8),1,0
8-d,1,0
8-o,0,1
86,0,1
8d,1,0
:###..,0,1
:$,0,1
:&,0,1
:'(,0,1
:'),1,0
:'-(,0,1
:'-),1,0
:(,0,1
:),1,0
:*,1,0
:-###..,0,1
:-&,0,1
:-(,0,1
:-),1,0
:-)),1,0
:-*,1,0
":-,",1,0
:-.,0,1
:-/,0,1
:-<,0,1
:-d,1,0
:-D,1,0
:-o,1,0
:-p,1,0
:-[,0,1
:-\,0,1
:-c,0,1
:-|,0,1
:-||,0,1
:-Þ,1,0
:/,0,1
:3,1,0
:<,0,1
:>,1,0
:?),1,0
:?c,0,1
:@,0,1
:d,1,0
:D,1,0
:l,0,1
:o,0,1
:p,1,0
:s,0,1
:[,0,1
:\,0,1
:],1,0
:^),1,0
:^*,1,0
:^/,0,1
:^\,0,1
:^|,0,1
:c,0,1
:c),1,0
:o),1,0
:o/,0,1
:o\,0,1
:o|,0,1
:P,1,0
:{,0,1
:|,0,1
:},1,0
:Þ,1,0
;),1,0
;-),1,0
;-*,1,0
;-],1,0
;d,1,0
;D,1,0
;],1,0
;^),1,0
</3,0,1
<3,1,0
<:,1,0
<:-|,0,1
=),1,0
=-3,1,0
=-d,1,0
=-D,1,0
=/,0,1
=3,1,0
=d,1,0
=D,1,0
=l,0,1
=\,0,1
=],1,0
=p,1,0
=|,0,1
>-:,0,1
>.<,0,1
>:,0,1
>:(,0,1
>:),1,0
>:-(,0,1
>:-),0,1
>:/,0,1
>:o,0,1
>:p,1,0
>:[,0,1
>:\,0,1
>;(,0,1
>;),1,0
>_>^,1,0
@:,0,1
@>-->--,1,0
@}-;-'---,1,0
aas,1,0
aayf,1,0
afu,0,1
alol,1,0
ambw,1,0
aml,1,0
atab,0,1
awol,0,1
ayc,1,0
ayor,0,1
aug-00,1,0
bfd,0,1
bfe,0,1
bff,1,0
bffn,1,0
bl,1,0
bsod,0,1
btd,0,1
btdt,0,1
bz,1,0
b^d,1,0
cwot,0,1
d-':,0,1
d8,0,1
d:,1,0
d:<,0,1
d;,0,1
d=,1,0
doa,0,1
dx,0,1
ez,1,0
fav,1,0
fcol,0,1
ff,1,0
ffs,0,1
fkm,0,1
foaf,1,0
ftw,1,0
fu,0,1
fubar,0,1
fwb,1,0
fyi,1,0
fysa,1,0
g1,1,0
gg,1,0
gga,1,0
gigo,0,1
gj,1,0
gl,1,0
gla,1,0
gn,1,0
gr8,1,0
grrr,0,1
gt,1,0
h&k,1,0
hagd,1,0
hagn,1,0
hago,1,0
hak,1,0
hand,1,0
heart,1,0
hearts,1,0
hho1/2k,1,0
hhoj,1,0
hhok,1,0
hugz,1,0
hi5,1,0
idk,0,1
ijs,1,0
ilu,1,0
iluaaf,1,0
ily,1,0
ily2,1,0
iou,1,0
iyq,1,0
j/j,1,0
j/k,1,0
j/p,1,0
j/t,0,1
j/w,1,0
j4f,1,0
j4g,1,0
jho,1,0
jhomf,1,0
jj,1,0
jk,1,0
jp,1,0
jt,1,0
jw,1,0
jealz,0,1
k4y,1,0
kfy,1,0
kia,0,1
kk,1,0
kmuf,1,0
l,1,0
l&r,1,0
laoj,1,0
lmao,1,0
lmbao,1,0
lmfao,1,0
lmso,1,0
lol,1,0
lolz,1,0
lts,1,0
ly,1,0
ly4e,1,0
lya,1,0
lyb,1,0
lyl,1,0
lylab,1,0
lylas,1,0
lylb,1,0
m8,1,0
mia,0,1
mml,1,0
mofo,0,1
muah,1,0
mubar,0,1
musm,1,0
mwah,1,0
n1,1,0
nbd,1,0
nbif,0,1
nfc,0,1
nfw,0,1
nh,1,0
nimby,0,1
nimjd,0,1
nimq,0,1
nimy,0,1
nitl,0,1
nme,0,1
noyb,0,1
np,1,0
ntmu,1,0
o-8,0,1
o-:,0,1
o-|,0,1
o.o,0,1
O.o,0,1
o.O,0,1
o:,0,1
o:),1,0
o:-),1,0
o:-3,1,0
o:3,1,0
o:<,0,1
o;^),1,0
ok,1,0
o_o,0,1
O_o,0,1
o_O,0,1
pita,0,1
pls,1,0
plz,1,0
pmbi,1,0
pmfji,1,0
pmji,1,0
po,0,1
ptl,1,0
pu,0,1
qq,0,1
qt,1,0
r&r,1,0
rofl,1,0
roflmao,1,0
rotfl,1,0
rotflmao,1,0
rotflmfao,1,0
rotflol,1,0
rotgl,1,0
rotglmao,1,0
s:,0,1
sapfu,0,1
sete,1,0
sfete,1,0
sgtm,1,0
slap,1,0
slaw,1,0
smh,0,1
snafu,0,1
sob,0,1
swak,1,0
tgif,1,0
thks,1,0
thx,1,0
tia,1,0
tmi,0,1
tnx,1,0
true,1,0
tx,1,0
txs,1,0
ty,1,0
tyvm,1,0
urw,1,0
vbg,1,0
vbs,1,0
vip,1,0
vwd,1,0
vwp,1,0
wag,0,1
wd,1,0
wilco,1,0
wp,1,0
wtf,0,1
wtg,1,0
wth,0,1
x-d,1,0
x-p,1,0
xd,1,0
xlnt,1,0
xoxo,1,0
xoxozzz,1,0
xp,1,0
xqzt,1,0
xtc,1,0
yolo,1,0
yoyo,1,0
yvw,1,0
yw,1,0
ywia,1,0
zzz,0,1
[-;,1,0
[:,1,0
[;,1,0
[=,1,0
\-:,0,1
\:,0,1
\:<,0,1
\=,0,1
\^:,0,1
\o/,1,0
\o:,0,1
]-:,0,1
]:,0,1
]:<,0,1
^<_<,1,0
^urs,0,1
abandoner,0,1
abandoners,0,1
abducted,0,1
abduction,0,1
abductions,0,1
abhor,0,1
abhorred,0,1
abhorrent,0,1
abhors,0,1
abilities,1,0
ability,1,0
aboard,1,0
absentee,0,1
absentees,0,1
absolve,1,0
absolved,1,0
absolves,1,0
absolving,1,0
abuser,0,1
abusers,0,1
abusivenesses,0,1
accept,1,0
acceptabilities,1,0
acceptability,1,0
acceptable,1,0
acceptableness,1,0
acceptably,1,0
acceptance,1,0
acceptances,1,0
acceptant,1,0
acceptation,1,0
acceptations,1,0
accepted,1,0
accepting,1,0
accepts,1,0
ache,0,1
ached,0,1
aches,0,1
achievable,1,0
aching,0,1
acrimonious,0,1
active,1,0
actively,1,0
activeness,1,0
activenesses,1,0
actives,1,0
adequate,1,0
admirability,1,0
admirable,1,0
admirableness,1,0
admirably,1,0
admiral,1,0
admirals,1,0
admiralties,1,0
admiralty,1,0
admiration,1,0
admirations,1,0
admire,1,0
admired,1,0
admirer,1,0
admirers,1,0
admires,1,0
admiring,1,0
admiringly,1,0
admit,1,0
admits,1,0
admitted,1,0
admonished,0,1
adopt,1,0
adopts,1,0
adorability,1,0
adorable,1,0
adorableness,1,0
adorably,1,0
adoration,1,0
adorations,1,0
adore,1,0
adored,1,0
adorer,1,0
adorers,1,0
adores,1,0
adoring,1,0
adoringly,1,0
adorn,1,0
adorned,1,0
adorner,1,0
adorners,1,0
adorning,1,0
adornment,1,0
adornments,1,0
adorns,1,0
advanced,1,0
advantageousness,1,0
advantaging,1,0
adventure,1,0
adventured,1,0
adventurer,1,0
adventurers,1,0
adventures,1,0
adventuresome,1,0
adventuresomeness,1,0
adventuress,1,0
adventuresses,1,0
adventuring,1,0
adventurism,1,0
adventurist,1,0
adventuristic,1,0
adventurists,1,0
adventurous,1,0
adventurously,1,0
adventurousness,1,0
adversative,0,1
adversatively,0,1
adversatives,0,1
adverseness,0,1
affected,0,1
affection,1,0
affectional,1,0
affectionally,1,0
affectionate,1,0
affectionately,1,0
affectioned,1,0
affectionless,0,1
affections,1,0
afflicted,0,1
affronted,1,0
aggress,0,1
aggressed,0,1
aggresses,0,1
aggressing,0,1
aggression,0,1
aggressions,0,1
aggressive,0,1
aggressively,0,1
aggressiveness,0,1
aggressivities,0,1
aggressivity,0,1
aggressor,0,1
aggressors,0,1
aghast,0,1
agitate,0,1
agitated,0,1
agitatedly,0,1
agitates,0,1
agitating,0,1
agitation,0,1
agitational,0,1
agitations,0,1
agitative,0,1
agitato,0,1
agitator,0,1
agitators,0,1
agog,1,0
agonise,0,1
agonised,0,1
agonises,0,1
agonising,0,1
agonize,0,1
agonized,0,1
agonizes,0,1
agonizing,0,1
agonizingly,0,1
agony,0,1
agree,1,0
agreeability,1,0
agreeable,1,0
agreeableness,1,0
